conversation_id,data_type,parameter_tested,success,result_value,evidence,total_latency,parameter_name,model_name,timestamp,transcript_length,response_length,prompt_tokens,completion_tokens,total_tokens,api_temperature,api_max_tokens,api_endpoint,model_version
ccbe8e52-e722-4e07-ae5d-911deecc74ba,type2b,HOLD,False,API Error,"HTTPConnectionPool(host='27.111.72.53', port=3333): Read timed out. (read timeout=120)",120.01275897026062,,,,,,,,,,,,
cce5e904-3527-47b4-899a-e786146bf831,type2b,HOLD,True,Not Met,"The agent used hold statements like 'May I place your call on hold for X minutes?' and 'Thank you for being on hold', but did not use the phrase 'Kya mein aapki call ko hold pe rak saktha'.",3.0666611194610596,Hold,Server3_OpenChat_Mistral,2025-10-11T23:35:04.342598,3420.0,226.0,1112.0,66.0,1178.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
cde5ab35-a786-4335-8d9e-303b22ca16be,type2b,HOLD,False,API Error,"HTTPConnectionPool(host='27.111.72.53', port=3333): Read timed out. (read timeout=120)",120.04829525947571,,,,,,,,,,,,
cf1a397b-609b-45d2-b8c1-142cc7e77906,type2b,HOLD,True,Not Met,The agent did not use any hold statements during the conversation.,1.377074956893921,Hold,Server3_OpenChat_Mistral,2025-10-11T23:37:07.779602,4061.0,103.0,1261.0,26.0,1287.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
cf8bc6da-1be5-4af0-82ef-5d5d6c2fbb2a,type2b,HOLD,True,Not Met,The agent did not use any hold statements during the call.,1.4371180534362793,Hold,Server3_OpenChat_Mistral,2025-10-11T23:37:10.220341,2183.0,95.0,1752.0,26.0,1778.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
cfe158b5-fdd4-4443-87c6-fab608517513,type2b,HOLD,False,API Error,"HTTPConnectionPool(host='27.111.72.53', port=3333): Read timed out. (read timeout=120)",120.02364182472229,,,,,,,,,,,,
d03cc846-81f6-4a3d-972a-6bc84e738656,type2b,HOLD,True,Not Met,The agent did not use any hold statements like the ones mentioned.,1.435671091079712,Hold,Server3_OpenChat_Mistral,2025-10-11T23:39:13.691209,4920.0,103.0,1390.0,27.0,1417.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
d175b0b0-467a-4833-ac65-46d99cdc4880,type2b,HOLD,False,API Error,"HTTPConnectionPool(host='27.111.72.53', port=3333): Read timed out. (read timeout=120)",120.01719403266907,,,,,,,,,,,,
d17fc9d8-520a-47e5-ad5b-05302bc35f3b,type2b,HOLD,True,Met,"The agent used hold statements like: ""May I please place the call on hold?"", ""Thank you for being on hold"", and apologized for the long hold time.",2.2074222564697266,Hold,Server3_OpenChat_Mistral,2025-10-11T23:41:17.923693,3075.0,183.0,996.0,48.0,1044.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
d18cc31e-a133-48cd-925a-0b57b6db1666,type2b,HOLD,False,API Error,"HTTPConnectionPool(host='27.111.72.53', port=3333): Read timed out. (read timeout=120)",120.01284289360046,,,,,,,,,,,,
