conversation_id,data_type,parameter_tested,parameter_name,model_name,timestamp,api_temperature,api_max_tokens,api_endpoint,model_version,success,result_value,evidence,transcript_length,response_length,total_latency,latency_seconds,prompt_tokens_estimate,completion_tokens_estimate,total_tokens_estimate,response_length_chars,temperature,max_new_tokens,note
type2b_conv_10,type2b,REASSURANCE,Reassurance,Server5_Base_Mistral,2025-10-11T17:09:15.895773,0.1,512,http://27.111.72.51:8000/generate,N/A,True,Met,"The agent apologized for the inconvenience, assured that the refund was initiated from their end, and provided a timeline for the refund to reflect in the customer's account. The agent also offered to assist with any other concerns and requested feedback.",4051,7455,32.518,32.518,1286,1330,2616,7455,0.1,512,Token counts are estimates (API doesn't provide exact counts)
type2b_conv_11,type2b,REASSURANCE,Reassurance,Server5_Base_Mistral,2025-10-11T17:09:27.504403,0.1,512,http://27.111.72.51:8000/generate,N/A,True,Met,The agent assured the customer that they are working on the issue and will update them shortly. The agent also apologized for the long hold and expressed empathy towards the customer's situation.,3420,6764,10.597,10.597,1191,1226,2417,6764,0.1,512,Token counts are estimates (API doesn't provide exact counts)
type2b_conv_12,type2b,REASSURANCE,Reassurance,Server5_Base_Mistral,2025-10-11T17:09:36.210620,0.1,512,http://27.111.72.51:8000/generate,N/A,True,Met,"The agent assured the customer that the loan would be closed within 7 days, provided the necessary information, and offered to follow up on the issue. The agent also provided a sense of assurance by offering to personally ensure the issue is taken care of and by committing to resolving the matter as quickly as possible.",2903,6444,7.693,7.693,1123,1195,2318,6444,0.1,512,Token counts are estimates (API doesn't provide exact counts)
type2b_conv_13,type2b,REASSURANCE,Reassurance,Server5_Base_Mistral,2025-10-11T17:09:50.237868,0.1,512,http://27.111.72.51:8000/generate,N/A,True,Met,"The agent assured the customer by providing statements such as 'I will surely help you out regarding your query', 'So if you foreclose your loan today, the foreclosure amount will be 2 lakh ###rupees', 'Ok. I do understand but as I can check that your lending partner is IDFC First Bank. regarding that it takes 10 working days to close the loan in the record post which within 24 hours the NOC will be generated.', 'So before we end this call, may I request you to share your valuable feedback basis on the conversation we had?'",4061,7929,13.016,13.015,1292,1429,2721,7929,0.1,512,Token counts are estimates (API doesn't provide exact counts)
type2b_conv_14,type2b,REASSURANCE,Reassurance,Server5_Base_Mistral,2025-10-11T17:10:21.164553,0.1,512,http://27.111.72.51:8000/generate,N/A,False,Parse Error,Failed to parse JSON,2183,5823,29.917,29.917,968,1075,2043,5823,0.1,512,Token counts are estimates (API doesn't provide exact counts)
type2b_conv_15,type2b,REASSURANCE,Reassurance,Server5_Base_Mistral,2025-10-11T17:10:27.511085,0.1,512,http://27.111.72.51:8000/generate,N/A,True,Not Met,"The agent did not provide any assurance to the customer, instead asked multiple questions to confirm the customer's presence and audibility.",271,3608,5.335,5.335,552,587,1139,3608,0.1,512,Token counts are estimates (API doesn't provide exact counts)
type2b_conv_16,type2b,REASSURANCE,Reassurance,Server5_Base_Mistral,2025-10-11T17:10:35.277819,0.1,512,http://27.111.72.51:8000/generate,N/A,True,Not Met,"The agent did not provide any statement that assured the customer that they will handle the matter promptly or that they are committed to resolving the issue as quickly as possible. Instead, the agent mentioned that the team is working on the issue and that the customer should wait for the tenth of October for an update.",4920,8474,6.754,6.753,1439,1516,2955,8474,0.1,512,Token counts are estimates (API doesn't provide exact counts)
type2b_conv_17,type2b,REASSURANCE,Reassurance,Server5_Base_Mistral,2025-10-11T17:11:12.474751,0.1,512,http://27.111.72.51:8000/generate,N/A,False,Parse Error,Failed to parse JSON,12946,16633,36.189,36.187,3160,3292,6452,16633,0.1,512,Token counts are estimates (API doesn't provide exact counts)
type2b_conv_18,type2b,REASSURANCE,Reassurance,Server5_Base_Mistral,2025-10-11T17:11:20.660087,0.1,512,http://27.111.72.51:8000/generate,N/A,True,Met,The agent assured the customer that the team will get back to them regarding the issue and that it is a rare issue. The agent also apologized for the inconvenience and asked the customer to be patient.,3075,6504,7.175,7.174,1109,1165,2274,6504,0.1,512,Token counts are estimates (API doesn't provide exact counts)
type2b_conv_19,type2b,REASSURANCE,Reassurance,Server5_Base_Mistral,2025-10-11T17:12:14.339257,0.1,512,http://27.111.72.51:8000/generate,N/A,False,Parse Error,Failed to parse JSON,3889,8218,52.676,52.675,1251,1534,2785,8218,0.1,512,Token counts are estimates (API doesn't provide exact counts)
