conversation_id,data_type,parameter_tested,parameter_name,model_name,timestamp,api_temperature,api_max_tokens,api_endpoint,model_version,success,result_value,evidence,transcript_length,response_length,total_latency,latency_seconds,prompt_tokens_estimate,completion_tokens_estimate,total_tokens_estimate,response_length_chars,temperature,max_new_tokens,note
type2b_conv_10,type2b,FURTHER_ASSISTANCE,Further Assistance,Server5_Base_Mistral,2025-10-11T17:19:50.512805,0.1,512,http://27.111.72.51:8000/generate,N/A,True,Not Met,The agent did not use any of the provided statements to check if the customer needs further assistance.,4051,6557,2.264,2.264,1157,1179,2336,6557,0.1,512,Token counts are estimates (API doesn't provide exact counts)
type2b_conv_11,type2b,FURTHER_ASSISTANCE,Further Assistance,Server5_Base_Mistral,2025-10-11T17:19:54.917466,0.1,512,http://27.111.72.51:8000/generate,N/A,True,Not Met,"The agent did not use any of the provided statements to find if the customer needs further assistance. Instead, the agent focused on discussing the customer's request to increase the tenure of the loan.",3420,6025,3.395,3.394,1062,1100,2162,6025,0.1,512,Token counts are estimates (API doesn't provide exact counts)
type2b_conv_12,type2b,FURTHER_ASSISTANCE,Further Assistance,Server5_Base_Mistral,2025-10-11T17:19:59.729755,0.1,512,http://27.111.72.51:8000/generate,N/A,True,Not Met,The agent did not use any of the provided statements to find if the customer needs further assistance.,2903,5489,3.806,3.806,994,1033,2027,5489,0.1,512,Token counts are estimates (API doesn't provide exact counts)
type2b_conv_13,type2b,FURTHER_ASSISTANCE,Further Assistance,Server5_Base_Mistral,2025-10-11T17:20:27.685808,0.1,512,http://27.111.72.51:8000/generate,N/A,False,Parse Error,Failed to parse JSON,4061,8075,26.947,26.946,1163,1496,2659,8075,0.1,512,Token counts are estimates (API doesn't provide exact counts)
type2b_conv_14,type2b,FURTHER_ASSISTANCE,Further Assistance,Server5_Base_Mistral,2025-10-11T17:20:55.908367,0.1,512,http://27.111.72.51:8000/generate,N/A,False,Parse Error,Failed to parse JSON,2183,5152,27.214,27.213,839,970,1809,5152,0.1,512,Token counts are estimates (API doesn't provide exact counts)
type2b_conv_15,type2b,FURTHER_ASSISTANCE,Further Assistance,Server5_Base_Mistral,2025-10-11T17:21:23.084413,0.1,512,http://27.111.72.51:8000/generate,N/A,False,Parse Error,Failed to parse JSON,271,3916,26.165,26.164,423,743,1166,3916,0.1,512,Token counts are estimates (API doesn't provide exact counts)
type2b_conv_16,type2b,FURTHER_ASSISTANCE,Further Assistance,Server5_Base_Mistral,2025-10-11T17:21:28.205325,0.1,512,http://27.111.72.51:8000/generate,N/A,True,Not Met,"The agent did not use any of the provided statements to put the customer on hold. Instead, the agent discussed the issue and provided updates about the ongoing process.",4920,7574,4.111,4.11,1310,1359,2669,7574,0.1,512,Token counts are estimates (API doesn't provide exact counts)
type2b_conv_17,type2b,FURTHER_ASSISTANCE,Further Assistance,Server5_Base_Mistral,2025-10-11T17:22:02.111335,0.1,512,http://27.111.72.51:8000/generate,N/A,False,Parse Error,Failed to parse JSON,12946,15817,32.892,32.89,3031,3160,6191,15817,0.1,512,Token counts are estimates (API doesn't provide exact counts)
type2b_conv_18,type2b,FURTHER_ASSISTANCE,Further Assistance,Server5_Base_Mistral,2025-10-11T17:22:07.619107,0.1,512,http://27.111.72.51:8000/generate,N/A,True,Met,The agent asked 'Anything else I can help you with?' which is a statement that can be used to find if the customer needs further assistance.,3075,5704,4.496,4.495,980,1027,2007,5704,0.1,512,Token counts are estimates (API doesn't provide exact counts)
type2b_conv_19,type2b,FURTHER_ASSISTANCE,Further Assistance,Server5_Base_Mistral,2025-10-11T17:22:35.464508,0.1,512,http://27.111.72.51:8000/generate,N/A,False,Parse Error,Failed to parse JSON,3889,7204,26.838,26.837,1122,1386,2508,7204,0.1,512,Token counts are estimates (API doesn't provide exact counts)
