conversation_id,data_type,parameter_tested,parameter_name,model_name,timestamp,success,result_value,evidence,transcript_length,response_length,total_latency,prompt_tokens,completion_tokens,total_tokens,api_temperature,api_max_tokens,api_endpoint,model_version
ccbe8e52-e722-4e07-ae5d-911deecc74ba,type1,FURTHER_ASSISTANCE,Further Assistance,Server3_OpenChat_Mistral,2025-10-12T02:16:44.499906,True,Met,"The agent provided detailed information about the customer's transaction, explained the reason for the failed payment, and assured that the refund has been initiated. The agent also informed the customer about the standard timeline for the refund to reflect in the bank account and provided the contact details for further assistance if needed.",3907.0,379.0,3.478621006011963,1083.0,77.0,1160.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
cce5e904-3527-47b4-899a-e786146bf831,type1,FURTHER_ASSISTANCE,Further Assistance,Server3_OpenChat_Mistral,2025-10-12T02:16:47.264037,True,Not Met,"Agent did not ask for further assistance during the call, but the customer did not request any additional help either.",3249.0,155.0,1.758721113204956,930.0,36.0,966.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
cde5ab35-a786-4335-8d9e-303b22ca16be,type1,FURTHER_ASSISTANCE,,,,False,API Error,"HTTPConnectionPool(host='27.111.72.53', port=3333): Read timed out. (read timeout=600)",,,30830.330739974976,,,,,,,
cf1a397b-609b-45d2-b8c1-142cc7e77906,type1,FURTHER_ASSISTANCE,Further Assistance,Server3_OpenChat_Mistral,2025-10-12T10:50:41.829502,True,Met,"The agent provided information about the foreclosure amount and process, answered questions about payment methods, and offered assistance with the NOC and loan closure.",3869.0,201.0,2.2135050296783447,1058.0,42.0,1100.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
cf8bc6da-1be5-4af0-82ef-5d5d6c2fbb2a,type1,FURTHER_ASSISTANCE,Further Assistance,Server3_OpenChat_Mistral,2025-10-12T10:50:44.964329,True,Met,The assistant provided detailed information about the customer's Axis bank credit card bill payment and addressed their concerns about EMI payments.,2045.0,181.0,2.132720947265625,1603.0,39.0,1642.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
cfe158b5-fdd4-4443-87c6-fab608517513,type1,FURTHER_ASSISTANCE,,,,False,API Error,"HTTPConnectionPool(host='27.111.72.53', port=3333): Read timed out. (read timeout=600)",,,600.1009950637817,,,,,,,
d03cc846-81f6-4a3d-972a-6bc84e738656,type1,FURTHER_ASSISTANCE,Further Assistance,Server3_OpenChat_Mistral,2025-10-12T11:00:49.350570,True,Not Met,The agent asked for further assistance but the user insisted on a refund and did not provide any additional information or concerns to be addressed.,4767.0,187.0,2.274616003036499,1227.0,44.0,1271.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
d175b0b0-467a-4833-ac65-46d99cdc4880,type1,FURTHER_ASSISTANCE,,,,False,API Error,"HTTPConnectionPool(host='27.111.72.53', port=3333): Read timed out. (read timeout=600)",,,600.1110827922821,,,,,,,
d17fc9d8-520a-47e5-ad5b-05302bc35f3b,type1,FURTHER_ASSISTANCE,Further Assistance,Server3_OpenChat_Mistral,2025-10-12T11:10:53.359126,True,Not Met,The agent did not ask for further assistance but discussed the technical issue and promised to get back to the user.,2916.0,153.0,1.8815789222717285,826.0,36.0,862.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
d18cc31e-a133-48cd-925a-0b57b6db1666,type1,FURTHER_ASSISTANCE,Further Assistance,Server3_OpenChat_Mistral,2025-10-12T11:10:56.615202,True,Not Met,The agent did not ask for further assistance but discussed the concerns raised by the user and provided information on how to proceed with the issues.,3688.0,189.0,2.254110097885132,954.0,45.0,999.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
