conversation_id,data_type,parameter_tested,success,result_value,evidence,total_latency,parameter_name,model_name,timestamp,transcript_length,response_length,prompt_tokens,completion_tokens,total_tokens,api_temperature,api_max_tokens,api_endpoint,model_version
ccbe8e52-e722-4e07-ae5d-911deecc74ba,type1,HOLD,True,Not Met,"The agent did not use any hold statements like 'May I place your call on hold for X minutes?' or 'Thank you for being on hold'. However, the agent used a hold statement in Hindi: 'कya mein aapki call ko hold pe rak sakta'.",3.432121753692627,Hold,Server3_OpenChat_Mistral,2025-10-12T00:35:51.564158,3907.0,259.0,1095.0,75.0,1170.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
cce5e904-3527-47b4-899a-e786146bf831,type1,HOLD,False,API Error,"HTTPConnectionPool(host='27.111.72.53', port=3333): Read timed out. (read timeout=600)",600.0159122943878,,,,,,,,,,,,
cde5ab35-a786-4335-8d9e-303b22ca16be,type1,HOLD,True,Not Met,"The agent used hold statements like 'Very good morning. My name is नीतीश. I'm here to assist you today.', 'मैं check कर लेता हूं हमारे records में जो close होने में total सात दिन का समय लगता है.', and 'ठीक है मैं आज से wait कर लेता हूं मैं कल तो phone करेंगे.'",7.407322883605957,Hold,Server3_OpenChat_Mistral,2025-10-12T00:46:00.998884,2801.0,297.0,1910.0,162.0,2072.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
cf1a397b-609b-45d2-b8c1-142cc7e77906,type1,HOLD,False,API Error,"HTTPConnectionPool(host='27.111.72.53', port=3333): Read timed out. (read timeout=600)",600.013424873352,,,,,,,,,,,,
cf8bc6da-1be5-4af0-82ef-5d5d6c2fbb2a,type1,HOLD,True,Not Met,The agent did not use any hold statements during the call.,1.6391212940216064,Hold,Server3_OpenChat_Mistral,2025-10-12T00:56:04.660724,2045.0,95.0,1615.0,26.0,1641.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
cfe158b5-fdd4-4443-87c6-fab608517513,type1,HOLD,False,API Error,"HTTPConnectionPool(host='27.111.72.53', port=3333): Read timed out. (read timeout=600)",600.0792210102081,,,,,,,,,,,,
d03cc846-81f6-4a3d-972a-6bc84e738656,type1,HOLD,False,API Error,"HTTPConnectionPool(host='27.111.72.53', port=3333): Read timed out. (read timeout=600)",600.089359998703,,,,,,,,,,,,
d175b0b0-467a-4833-ac65-46d99cdc4880,type1,HOLD,False,Parse Error,Failed to parse JSON,2.7430460453033447,,,,,,,,,,,,
d17fc9d8-520a-47e5-ad5b-05302bc35f3b,type1,HOLD,False,API Error,"HTTPConnectionPool(host='27.111.72.53', port=3333): Read timed out. (read timeout=600)",600.1200950145721,,,,,,,,,,,,
d18cc31e-a133-48cd-925a-0b57b6db1666,type1,HOLD,False,API Error,"HTTPConnectionPool(host='27.111.72.53', port=3333): Read timed out. (read timeout=600)",600.0983860492706,,,,,,,,,,,,
