conversation_id,transcript
d28425a2-6f04-4335-963a-c7f3cc0828d9,"morning. This side मानसी.  here to assist you today. Am I speaking with भरता Am I speaking with कृष्णा? Thank you for confirming your name. I can check from  you raised a concern regarding the payment of #### rupees broadband doorster recharge I can also check it's  ongoing concern and the amount was not updated on your biller side. right? have done the payment on first of October right now. you have already shared the statement and everything. Like, we have already raised this concern team is working on it. I can check we are getting the update our team few minutes ago but full and final update still pending with us. So we are requesting you to kindly wait maximum 48 hours. but it will be the maximum time period because we are getting the update. It might be possible get the update today onwards also, ok? because we are escalate this concern to the provided  to your biller ok for the recheck that's why it's taking time. No no,  it  is the call on the credit I'm making know there for   24 hours again they said 48 hours now when you are telling Right right right. right right. Yes, I  understand No. Actually, I I I shared you the, you know,  my account is and I'm getting I'm getting internet with 1 I got able to Yes,  I'm stuck in the I completely understand we have taken longer time. It's in 4 days we have give you the maximum time and we are taking longer than the usual, time also I do understand. For sure, I will highlight this issue from my side but I can check that team is still working on getting  we are getting the update It might be possible get the update soon, ok? But maximum time to make the same but I will also mention that your concern because  we are taking longer than the usual. please be assured We will try our best to resolve it as soon as possible. Ok. The  money you know, is in credit, right? It's not credited to a like, we have already  success payment is already been successful but we are checking with the biller right now. Ok. मेरा हां. can I get a message or something that from there. Yes yes, you will get the message from the Cred through WhatsApp or through on the Cred application itself. Ok. you know, he said the payment already mail the Right right. It's already been posted to them but not reflect. It's not received reflecting on their portal. That's why team will work internally with the biller. Ok? So that we can check why this payment is not showing ok? Ok. So anything else related No, So before we end this call may I request to share  valuable feedback this is on a conversation? you so much  forwarding  call to feedback IVR so that you can rate the conversation between 1 to 5. 5 being excellent and 1 being 4. Thank you for choosing. Have a great day. We We request you to rate your experience with our. You have just helped us improve the Cred experience for all our members."
d3150932-ae90-43e1-a4d0-4eaf7faf4b81,"nan nan Good morning. This is राव and I'm here to assist you today. Am I speaking with सुनील? हां लगाने जी सुनिए बोलो. नाम confirm करने के लिए धन्यवाद सुशील. जैसा कि मैं देख पा रही हूं आपने concern raise किया payment के regarding जो कि है ###rupees की आपने payment करी है SBI card की  है जिसके ending digit है ### मैं भी देख पा रही हूं आपने payment किए  seventh of October 2 25  24 Am पर and जो mode of payment था credit UPI था मैं देख पा रही हूं आपने दो बार attempt किया है दोनों बार आपका जो payment है वह fail हो गया है. क्या आप मुझे confirm कर सकते हैं आपका amount कितनी बार debit हुआ दो बार debit होगा एक बार IDBI के through और एक SBI के through माफी चाहूंगी जो दो payment रहेगा. माफी चाहूंगी जो भी आप असुविधा face कर रहे हैं सुशील. मैं देख पा रही हूं हमने भी हमारे end से जो है refund आपको process करवा initiate भी कर दिया complete भी कर दिया  seventh of October ###से ok आपकी IDBI bank  towards जिसके ending digit है ### Ok, क्या आपको refund receive हुआ हां IDV का नाम received हो गया but exact receive नहीं हुआ Ok so SBI का अभी तक refund receive नहीं हुआ माफी चाहूंगी जो भी आप असुविधा face कर रहे हैं सुशील क्या मैं आपकी call को एक minute के लिए hold पर रख सकती हूं ताकि मैं check कर सकूं information Thank nan हां. Thank you for being on hold सुशील. माफी चाहूंगी लंबे hold के लिए. जैसे कि मैं देख पा रही हूं आपको जो SBI card से जो आपने payment करा है SBI  bank account से आपने करिए Right? So 2 1 double ###. के ending digit आपको उसका refund अभी तक receive नहीं हुआ है. तो मैं आपसे request करूंगी कि आप जब payment की है उस time से लेकर 8 hours का pay कर लीजिए. अगर आपको refund नहीं मिलता है तो आप हमें contact कर लीजिए. Ok, क्या मैं आपकी कोई और सहायता कर सकती हूं सुशील credit से related? ma'am payment   करने card का तो क्या करें? किसी दूसरे through pay करे उसको कि दो बार    payment और कर उसका last due payment करना चाहते हैं तो आप कर लीजिए सुशील अगर आपको कोई और problem face होता है तो आप हमें reach out कर सकते हैं. Ok? Ok क्या मैं आपकी कोई और सहायता कर सकती हूं credit से related? No ma'am. Thank you. Thank you. इस call को end करने से पहले क्या मैं आपकी feedback के लिए request कर सकती हूं? Ok so अब मैं हमारी call को feedback IVR पर transfer करूंगी आप rate कर सकते हैं एक से पांच के beach में. एक सबसे कम और पांच सबसे अधिक Cred को चुनने के लिए धन्यवाद. आपका दिन शुभ nan We request you to rate your experience with our expert on a scale of 1 to 5 with 1 being poor and 5 being excellent. setting Please press the number on your You have just helped us improve the credit experience for all our members."
d32e992f-1915-4170-98d2-2df58b762151,"Good morning. My name is नीतीश. I am here to assist you today. I am talking to do? Yes yes yes. you for the confirmation. हां regarding last time मैंने आपको बताया था ना उस चीज़ का जो loan Mister वह अभी तक मतलब same दिखा रहा है please check के हैं उसमें लिख रहा था please try again with valid the same last time का जो क्या आप Ok, मैं माफ़ी चाहेंगे आपकी परेशानी के लिए. आपका valid details आपके आधार card में आपका पूरा नाम क्या है आपके PAN card में पूरा नाम क्या है बता सकते मेरा PAN card में of हां  top    more. Yes yes. आगे top   o. P o p    e r    b   t   t  Same in हां जी. हां हां, PAN card में भी सारी चीज़ें मैं आप एक बार credit application open कर लीजिए. एक second. हां जी, credit cash option select कर हां आपने open कर हां, एक second. take to  take a 1 second. हां जी. amount Sure sure yeah. choose  EMI plan select कर लीजिए. bank account. हां जी. first EMI plan select कर लिया आपने अपने amount select करिए EMI plan select एक  मेरा हां have ###rupees into 36 months. हां जी Ok, 36 months और नीचे में EMI option होगा EMI date change करने दो सौ सात तक आप modify कर सकते हैं. आप modification हां हां उसमें लिखा रहा है आपका next यह November की बात नहीं होगा duration. duration नहीं आप नीचे में check कर आप जब duration select करते हैं उसके नीचे में आपको item duration में 36 36 months का EMI 50 rupees 1 month. हां जी, पर month वह selected amount हां sir selected  4 lakh ### हां जी. आप उसके बाद में select your bank account में select कर रहा हूं. मेरा bank जो है यह जो sale account का RBI यह salary account है same  account होना चाहिए. चले account में नहीं जाता नहीं इसीलिए account में यह disburse नहीं होता Ok ok तो फिर मेरे पास में यह है कौन सा SBI का करूंगी मैं check कर लेता हूं हमारे list में available नहीं State Bank of India. Ok, State Bank SBI हां जी State Bank of India का account select कर लेकिन इसका तो रहा है क्योंकि लिए मेरा फिर से का है यह जो मेरा account number पूरा मैं पता करके आपको करूं क्योंकि exactly मुझे account number बता नहीं इसका किया Ok. तो आप क्योंकि मेरा हां मेरे पास AM तो है लेकिन मेरे पास इसका check book नहीं, check book का ज़रूरत है check book का ज़रूरत नहीं है. आप  card भी mention कर सकते समय Ok, item mention कर सकता है. मेरे पास  लेकिन account number नहीं है sir,  मैं वही बोल रहा हूं आपके पास.  3 digit को show कर रहा है sir, लेकिन मेरे पास में full account number नहीं. हां a account Am मेरे पास मिला nan हां जी, वहां पर क्या  आपको show कर रहा है क्या update करने के हां तो यह सब चीज़ duration plus EMI होने के बाद में नीचे दिखा रहा है select your bank account. हां जी select कर लीजिए. उसके बाद में आपने बोला RBL नहीं होता बोला तो फिर मेरा alternate option से SBI State Bank of India. हां जी State Bank of India select करने के बाद क्या बता रहा है एक second. उसमें click करूंगा हां जी click करिए. very for setup हां, एक link होने के बाद में इसमें लिखा रहा है enter your bank account number हां जी. तो आप enter करके bank account number आपके पास नहीं है नहीं वही तो बोल रहा हूं. मेरे पास हां जी. तो आप bank account आप क्या करिए bank account number आप ले लीजिए उसके बाद आप try करिए withdraw करने के लिए, ok? एक आपको कोई दिक्कत आता है तो आप दुबारा से call me back request raise कर ठीक है. तो फिर ऐसे नहीं हुआ था अगर मेरा किसी friend का account number डालने RBL धन्यवाद. नहीं नहीं, आपका यह आप आपका ही account होना चाहिए आप एक और savings account होना चाहिए withdrawal receive करेंगे. ठीक है. चलो मैं एक बार SBI में try करता हूं service. Ok धन्यवाद. इसका last 3 digit number, car digit number show कर रहा हां हां. आप एक बार check कर लीजिए  हां जी आप account में मैं account पता करके हां फिर नहीं हुआ तो फिर मैं आपको connect करूंगा. Ok sir. और कोई मदद कर सकते नहीं sir है यह thank you so much. धन्यवाद. Welcome एक छोटी सी request है इस call को end करने से पहले क्या मैं आपके call को हमारे feedback IVR पर transfer कर सकता Definitely definitely definitely. धन्यवाद. मैं आपकी call को हमारे feedback IVR पर transfer कर रहा हूं. जहां पर आप हमारे बातचीत के  को एक से पांच के beach में rate कर सकते हैं. एक सबसे कम है पांच सबसे ज़्यादा. Cred को use करने के लिए धन्यवाद. आपका दिन शुभ Thank you. Thank We request you to rate your experience with our expert on a scale of 1 to 5 with 1 being poor and 5 being excellent. Please, you have just helped us improve the credit experience for all our members. Do reach out again in case of any other concerns. Thank you and have a good day."
d3f006b8-631d-40f1-90d1-05751712db6e,"यह  amount  का ना multiple nan nan nan Good morning. This is  I'm here to assist you today. Am I speaking with विशाल? Thank you for confirming your name विशाल. I understand your concern is related to the refund of rupees ###. which you have paid towards the HDFC credit card ending with 7 9   on seventh of October correct? So as the payment was paid by you from the HDFC account through credit UPI and  it was failed, we do have the regret regarding this and we really apologize for Ok. But please be assured that we are here to assist. So विशाल the refund has been already initiated from our end completed from our end towards the HDFC account so which is the the primary account linked with your UPI So HDFC Bank account ending with 1 7  5 Although to reflect the refund in your bank account, it will take up to transaction plus 1 working day which will be completed by 8 of October  11 51 PM. I would request you to please wait till the time frame and within the time frame for sure you will receive the refund from Ok, no problem. Yeah, thank Welcome so is there any I can assist you related to No no, I'm I'm ok. Thank Ok, great. So before we end this call is there anything else I can assist you? Ok, great. So before we so may I please request you to give you valuable feedback on the basis of our conversation. It will just take a moment. Great. So now I will transfer your call to the feedback IVR. You can choose between 1 to 5 1 being 4 and 5 being excellent. Thank you for choosing Cred. I hope you have a great day. We request you to rate your experience with our expert on a scale of 1 to 5 with 1 being poor and 5 being excellent. nan Please press the You have just helped us improve the credit experience for all our members. Do reach out again in case of any other concerns."
d7eddfa3-946f-4825-a85b-6eb0fe896000,"Good morning, this is लेनी I am here to assist you today. Am I speaking with दीपक? you so much दीपक for confirming your name. I can see that you have raised a concern regarding your vehicle inspection. Am I correct? हां madam. हिंदी जानती हां जी बिल्कुल हम हिंदी में बात कर सकते हैं. तो मैं यहां पर check कर पा रही हूं दीप जी कि आपने एक concern raise किया है आपके vehicle  inspection के लिए. क्या मैं सही कह रही हां जी. Ok पहले मैं आपकी परेशानी के लिए आपसे माफी चाहूंगी but आप निश्चिंत रहिए मैं details को check करके आपको इसके regarding ज़रूर help करूंगी ok? Ok ok. जी, तो मैं यहां पर देख पा रही हूं कि आपका जो physical inspection है वह request किया गया है और inspection ID भी credit हुआ है आज की date पर दस बज के ###am में हुआ है यह. तो मैं आपको request करूंगी कि आज की day end तक का  wait कर लीजिए. आपको inspection agent की तरफ से call आ जाना चाहिए और inspection के regarding आपकी उनसे बात हो जाएगी. Ok? अच्छा वह inspection agent घर में आएगा ना मतलब  technical जी वह आपको पहले contact करेंगे आपसे सब कुछ पूछेंगे. कि आप available है या नहीं. सब कुछ details लेकर वह आपके घर पर आ सकते हैं inspection के लिए. अगर आपको कोई issue होती है जैसे कि आज की date पर नहीं आना या कोई और issue होती है. आप उन्हें inform कर सकते हैं कि वह किस address पर आए किस address पर ना आए. ok? Ok ok ok. जी उसके बाद भी अगर inspection pending रह जाती है या कुछ भी issue होता है आप please हमें reach back कीजिएगा हम surely आपको help करेंगे. ok? Ok ok. Thank You're welcome दीपक जी. इसके अलावा क्या मैं आपकी कोई और मदद कर सकती नहीं ma'am अभी कुछ दिक्कत होगा तो मैं फिर बात हां जी बिल्कुल. sir इस call को खत्म करने से पहले क्या मैं आपसे हमारे बातचीत के आधार पर एक feedback की request कर सकती हूं बस तीन से पांच second का समय लगता हां धन्यवाद दीप जी. मैं आपकी call को  feedback IVR पर transfer कर दूंगी आप एक से पांच के beach में rating दे पाएंगे. पांच सबसे अच्छा और एक सबसे खराब जी cred को choose करने के लिए आपका बहुत बहुत धन्यवाद. आपका दिन शुभ रहे. We request you to rate your experience with our expert on a scale of 1 to 5 with 1 being poor and 5 being excellent. Please press the number on your dial pack to You have just helped us improve the credit experience for all our members. Do reach out again in case of any other concerns. Thank you and have a good day."
d9335c33-908e-48f6-8bd7-0799432e5cdc,"nan Good morning. This side जी.  here to assist you today. Am I speaking with अजय? Yes ma'am good morning. I just Yes, ma'am. I just made  payment for my credit card through the credit application and the amount got deducted twice nan But just recently the second I go I got the message that the refund has been initiated. So, from your end please check the status. Yes, we understand we understand that your credit card bill payment of #### rupees which you have done done towards ICICI Bank का double ###. and Right? This payment and I can check that the the amount got debited 2 times 1 got successfully posted towards your bank another has been refunded from our side the refund has been completed to your ICICI bank bank account ending with 25. It's a primary source account link with the credit UPI and you can accept this payment to be reflect reflect in your statement by eighth of October because it take transaction was 1 working days to get reflecting in the bank side. Ok? Ok. And you can also refer the UTR number for the transaction which is available on the credit application. Ok thank Anything else related to  may help No, just improve this facility so that this should not repeat to any customer any other. For sure,  will take it as a feedback. Ok? Yes, otherwise I will until Ok. Anything is very clear Ok Be assured your refund will be credited to you direct that's ok but twice deducting the money twice I don't like have Yes it's improve your facility otherwise your loan customer. Thank you so much. Have a nice day. Before we end this call, may I request you share a valuable feedback basis on conversation? Ok. Thank you so much I am forwarding the call to feedback IVR so that you can rate the conversation between 1 to 5. 5 being excellent and 1 being poor. Thank you for choosing Ok. Have a great We request you to rate your experience with our expert on a scale of 1 to 5 with 1 being poor and 5 being excellent. Please press the number on your dial pack to You have just helped us improve the credit experience for all our members. Do reach out again in case of any other concerns. Thank you and have a good day."
d9710f40-ab08-496b-915f-2f2ffba234e6,"Ok. morning, this    to assist you today. Am I speaking with वीरा? Yeah, good morning. Thank you for confirming  that you faced regarding the product विनायक nan nan Yes. Actually, I am waiting for that product since long and it's not been delivered yet. and as I'm checking the status in your app, it's it's showing that it visited. once or twice in a single date. But I am giving in a society and I didn't even receive the date and of the delivery person. and  checking on the  car website, it's not showing that it arrived at my society or address. It's just wrong here and there like, If I check on the Saturday October fourth it it it came to create idea. But again on the fourth at dispatched to can do. and still it's moving like on fifth as well, it's showing सूरज for again, it's showing सूरज पूरा but it didn't  came up to my after. Ok  sorry for the inconvenience you face  but do not worry. I will try to assist you  regarding this. May I place your call on hold for a minute so that I can check the details for Thank you. Please stay on the line. bank nan So please nan"
dc2ecc58-d807-48ce-a80a-730b0baf2158,"Good morning. My name is रितिका. I am here to assist you today. Am I speaking with नितिन? Yes. Actually, I have  a transaction of 3 90 rupees for a credit card payment with that actually the app offered me hundred hundred the up Flipkart voucher. But I didn't find any voucher I have received. Actually voice was After that after that time I am really sorry your voice  is very low. So I'm not able to hear you properly. Can you repeat once again? No no. Actually I have  did a transaction of credit card payment was rupees ### For that you offered from your side that offer is hundred rupees Flipkart voucher. So after that transaction I didn't receive any voucher from your side. Ok, understood. Thank you for the confirmation. And apologize for the inconvenience which you faced. Don't worry. I will assist you for the same. you told me you should receive  hundred rupees fifth at voucher. So let me check the details of that, ok? be online please allow me some time. But you already claimed हां. Today is you have made the payment In the gift I mean in the Cred application itself in the voucher section there is no gift card, I mean, sorry, there is no voucher is showing Yeah but offer was there so I did the solution. are you sure that the offer was for your payment? Yes yes. Actually, the offer is  pop up, so I select the offer and  the transaction. just a second. Let me I will tell you the transaction  is in the particular transaction I will tell you. 1 minute. it is for 3 99 rupees Again, your voice is breaking. actually the transaction is for 3 9 credit card payment. and yes it on seventh  ###AM. For that   from your side, the offer is actually pop up on your Ok. Let me check that.  Ok. May I place your call on hold for a minute I can check the details? एक your time, nan Thank you for being on the hold. Sorry for the long hold. So I wanted a screenshot of your reward section in the Cred app, ok? So I am sending you a link on a calling number through SMS receive that link. While using that link, it will redirect you to the Cred application itself. So share the screenshot you will get 2 option. 1 will be add attachment and the second 1 will be call me now request. you have to click on the add attachment and you can attach the screenshot. reward section. Cred app it will go  reward section. Ok. Ok sir. I don't have that  Ok, no problem. you can send the screenshot and you are not able to Ok ok. No     sir, but no problem. you will not able to send us the screenshot No, I don't have received that  offer pickup  before offer up  that time, so I didn't take any screenshot No problem, it  is not showing from your side, no problem. See, you can go to the Cred app reward section on there you can check it showing or not, it a reward section. No. that time actually, on the time of transaction that that that offer is so but now There is no offer because I have done did the transaction. offer as per So you will be not able to send us the screenshot. No   no why anyone anyone take the screenshot? See what screenshot I want from you you have to go to the Cred app. and the reward section in the rewards section if you receive a voucher, it should reflect So that screenshot I want. Ok, no problem. In the credit app. the  you are Then the voucher voucher section. The voucher section there is no voucher like only 5 voucher are showing and that vouchers are not voucher that offer  showing and the voucher offer reflect credit card SBI credit card offers security offer there is no voucher available hundred rupees voucher available in that. Ok, so send us that screenshot. but all the screen not how take a screenshot. how the voucher so all the screenshot because 1 time 1 screenshot is 5 vouchers  there is voucher section. Yes, so that  future, I want only if you can share so I can look for the Ok. So where I can see on a calling number  so in the Cred app, you will go support and he section. there will be a access support option you will get option for  add attachment. So attach the screenshot from there. limit I don't want any hundred rupees because it's a  process. जी thank he will not able"
dc7c013a-779e-4b92-8d22-12cd0286a52a,"Am I speaking with रोहन? Am I audible? Yes, you are audible. for the name confirmation. and I can check that you have raised a concern regarding the product    you mentioned that you are having concern regarding the I am sorry for the inconvenience. So as per the expected delivery date I can check that from  ninth of  October you should be receiving this particular product. and also like may I know that have you received any communication from the logistic side? No no, that's what is the query because I have not received any call but they have mentioned that reattempt to be done as per the customer request. So I didn't make any request to reattempt the delivery or within contact. Ok. So without any communication you had received this particular message  logistics. I didn't receive any message but I just checked the while using the tracking through this customer care from Cred. So it is showing as a format updated as reattempt as per customer request. Ok. I can understand. yes as per the tracking link I can check that last  it was updated which is out for delivery and after that,  now as you haven't received this particular product. So just for  confirmation,  number  my order is ### Yes, it's the same number. So I'll be mentioning the details from my end, so that accordingly we can look into it and also whether the expected delivery date  will be receiving this particular product at your given location. Ok? And is there anything else apart from this I can assist No no, that's it. Ok. Also before we end the call, may I request you to share a feedback on the basis of the conversation. I'll be transferring your call to the feedback IVR. You can select between 1 to 5    and 1 is 4. you for contacting Cred. Hope you have a great day ahead. Thank We request you to rate your experience with our expert on a scale of 1 to 5 with 1 being poor and 5 being excellent. Please press the number on your dial pack to rate. You have just helped us improve the credit experience for all our members. Do reach out again in case of any other concerns. Thank you and have a good day."
ddc8ab21-d052-4fa5-8bf3-f74adffb65bb,"Hello. Am I speaking to Mister खाली Yes, सुरेश. तनूजा you are calling from Cred on a recorded line. right time to talk to from where? Cred. Yeah. Please Yeah. So this is regarding the thousand rupees refund and you did reply that  account has been considered last 10 days. Sir I would request you to set up  instant refund account  on the on  we see you linked the mean the UPI ID the UPI but we want the account details   itself. like the account number in the code Just a second. Can you help me like where exactly this option Sure sir. I am on Cred app only. Ok, can you go to the settings option? Settings. where is the setting. nan UPI setting. wait  Give me a minute. I'll tell instant refund account setup and in that I have added  my UPI ID Shall I remove You can also add other account. If you wish you want if you want that UPID it can be still active. If you  want that you can remove according to your choice. Ok. Now I I need to add my account details Yeah, the account number I have   to be entered Just a second. nan nan nan nan and then how should I get that amount back in my It's account  itself. Just a second. I am just sharing that  the number. Because I have to get it right so Ok. I'll be online. So like once the account is added you can let me know. I'll get  I'll be raising   the relevant I would request to wait 24 hours sir, we'll get back to you with the refund details. Ok? Like, once  the refund would be done in 3 to 4 hours once it is been processed like, once it is raised just see  you can lot quite. Yeah. I have added my account details in a second account. you can Yeah, I'll It's HDFC Bank account ending with 3 triple Yeah, thank you. So I'll connect back to user. Once the refund has been initiated I'll get back to you. Yeah. Thank you for your time  for the nan"
dead03f9-3291-4cc0-a011-0260996ac80f,"Good morning. My name is विषय and I'm here to assist you today. Am I speaking with भागवती? हां हां ma'am भेज से बात कर रही हूं नाम confirm करने के लिए धन्यवाद भेजो जी. तो जैसा कि  मैं check कर सकती हूं आपने concern raise किया है regarding withdrawal issues. Yes yes yes. Alright तो क्या आप मुझे बता सकते हैं exact issue क्या रहा है आपको? हां वही ma'am वह rare कुछ तो technical ऐसा आ रहा है बार बार वही आ रहा Ok, जब भी यह withdrawal अभी बोले अभी बोले थे कि 48 hours के बाद हो जाएगा बोले थे तो नहीं हुआ इसलिए  मैंने contact कर Ok, मैं समझ सकती हूं मैं माफ़ी चाहती हूं कि आपको यह problem को face करना पड़ा. please line पर बने रहिए मैं अभी आपको एक बार सारी details को cross check करके फिर मैं आपको inform कर देती हूं. हां ठीक है ठीक हां जी इसके लिए क्या मैं आपकी call को एक minute hold पर रख सकती nan Line पर बने रहने के लिए बहुत बहुत धन्यवाद भारती. मैं माफ़ी चाहती हूं आपसे लंबे hold के जी, तो जैसे  यहां पर मैं check कर सकती हूं इस वक्त हम आपके loan के drawn request को आगे proceed नहीं कर सकते हैं. क्योंकि एक intermittent issue है और हमारी team भी पूरी कोशिश कर रही है इसको जल्द से जल्द  करने के लिए. But यह थोड़ा complex issue है जिसके जैसे हमारे पास   specific timeline नहीं है. तो मैं आपसे माफी चाहूंगी इसके लिए सबसे पहले but मैं आपसे request करूंगी कि अगर आपको immediate fund की requirement है इस वक्त तो please आप alternative source को एक बार consider कर सकते ठीक है. नहीं जी, and इसके अलावा और कोई सहायता कर सकती हूं मैं आपकी? नहीं वही तो बोल रही  थी actually आपके पास यही offer था ना इसलिए मैंने call जी जी. जी मैं समझ सकती हूं but मैं माफ़ी चाहूंगी please आप tension मत कीजिए जैसे ही यह problem ठीक हो जाती है. आपको हमारे end से notify कर दिया जाएगा. वह notify करते हैं मगर आगे जाकर वही problem आती समझ सकती हूं मैं माफ़ी चाहती हूं but अगर आपको immediate fund की requirement है इस वक्त पर please आप alternative source consider कर सकते इसके अलावा और कुछ सहायता कर सकती हूं आपकी? No Ok, तो call end करने से पहले क्या मैं आपसे एक छोटे से feedback के लिए request कर सकती Call end करने के लिए क्या मैं आपसे एक छोटे से feedback के लिए request कर सकती हूं बाकी ज्योति हां ma'am शुक्रिया. तो इस call को मैं transfer करूंगी हमारे feedback IVR पर जहां पर  आप एक से लेकर पांच तक choose कर सकते हैं जिसमें एक सबसे कम होता है and पांच सबसे ज़्यादा होता है. Credit को choose करने के लिए धन्यवाद. आशा करता हूं आपका दिन शुभ रहे. We request you to rate your experience with our expert on a scale of 1 to 5 with 1"
df26472f-cdcc-45cc-b9fa-debaa9e761c7,"morning. My name is तनुश्री. I am here to assist you today. Am I speaking with अखिल? Yes, you are speaking with अंकित? Sure. Thank you so much for confirming your name. So as I can check you have raised a ticket for the concern that you have made the payment but it is not the transaction was failed and you haven't received any refund or the policy for Sure. I completely understand your concern. I'm extremely sorry for facing this issue. But please do not be worried. I will definitely help you on this. So, I'll be discussing about the payment that you have made for rupees ####. Sure. Thank you so much for confirming. So I would like to inform you that here the payment has been failed, but from our end, we have initiated the refund of rupees ###on seventh of October and it will reflect your source account within 5 to 7 working days. Ok? Ok. So the insurance did not go through. I have to pay before I can Yes, the insurance is not completed. So you can try again to purchase the policy and for this refund it will reflect within 5 to 7 working days. Ok? 1 more thing. So when I try to purchase this insurance for        actually just showing you for the coverage of on damage. So it is not letting me to use the type of mention that I need to whether it's comprehensive for third party including third party damage as well as own damage So it's directly go and search for the plan, it is actually it was only we own damage plans. how do include the other steps. Sure understood. So are you  about the vehicle number  with ###. Yeah, that's Ok. Thank you so much for confirming. So  as I can check you have on active you have a active third party policy from relate General Insurance that is active to 20 third of September 20 26. Ok? and also you have an active own damage policy that you have updated in credit, that is from go digit that is also valid till first of October 20 26. Ok? So that's why you're not getting the quotation for the third party  comprehensive at the moment because we show you the quotation before 90 days of the expiry day. I'm sorry, hold for a sec. So do I have a policy active policy with go digit Yes. You have just updated this from your end that you have active own damage policy that is active till first of October 26 from GodiG nan No no. That's I don't think so  I'm not sure where it's showing up that nan and you said that I have the active insurance  with the line. Yes,  active third party policy from relate that is active till 20 third of September 20 26. Alright. maybe that that the reason I'm not getting option to select the very app. I can I can I access the information because I don't see it in my policy I couldn't find it that that I have I have policy with third party in general sentence insurance General Insurance. Sure you sure you can check it in Cred application from garage insurance section. Ok, would you mind working me through the process Sure sure sure. not a problem. So kindly open your Ok, I'm going to put you on speak. I think Yes. So हां     in the credit Yes, kindly go to the garage section. Ok. garage it is, right? nan and then select the particular vehicle number and there you will get the option of motor insurance. give me 1 And garage. Ok, then selecting the vehicle that Ok, I Ok. So in the motor have you in the mode are you in the motor section? Sorry, what section? motor insurance most insurance, ok. I selected this today and it's I mean, I am going to   option that I am saying हां, insurance a call on update UC tell me. these are the thing  I'm showing you're not getting the insurance, option? I am getting the insurance of. You  me to Ok, selected the insurance Ok.   party policy  I pay  now, I and  this this is a confusion because I  didn't select the digit go digit  in fact  you know, you know the day failed. पर  white showing. nan So got 1 is not correct. Yeah, that's that's not right  I'm not I'm not sure   actually when  or something but  just transaction was failed. I I reach out that policy active actually we gone through something. Yeah, that's the reason that's the maintain for the call, I just wanted to confirm with the policy actually was   not and and I got the policy. जो Sure understood. But for this amount there is no such policy from credit only and that's why you have refunded the amount. However, you can update these details from your end so that you can get the own damage  plan from credit again. Ok?  So are you getting any edit type of there to update these details? I am saying update Yes. Please click on and it's update latest policy or update policy details enter enter the latest policy details. This is policies? Yes, kindly update the previous own damage policy details, so that it can show you as expired and then only we can show you the noting Ok, I see it. Alright. I'll check and update that. Sure. So is there anything else I can assist you with? हां No, I in this as soon as I get that refund. back to me and Sure sure. So before we end this call, may I request you to share your valuable feedback based on our conversation? Yeah, sure ना. Great. I will transfer your call to the feedback IVR. You can select between 1 to 5. 5 being excellent and 1 being poor. Thank you so much for choosing Cred. Have a wonderful Thank We request you to rate your experience with our expert on a scale of 1 to 5 with 1 being poor and 5 being excellent. Please press the number on your dial pack to You have just helped us improve the credit experience for all our members. Do reach out again in case of any other concerns. Thank you and have a good day."
df5c099a-5e3d-4146-aefc-7f64bd36f58c,"Good morning. This is ईशानी I am here to assist you today. Am I speaking with अभिषेक? Yes, good. Thank you for confirming your name. So अभिषेक I can see raised a concern regarding the product I'll no. You haven't received the refund yet. Actually not able to connect to the  department   selected the option. Yeah, the actual reason from my call is I'm not able to place any orders on the Cred shop. for all items and getting in code is not serviceable but about a month ago I was Sorry, please continue. I'm really sorry for the interruption, No problem. Yeah. before a month I was able to place order surely there was no issue at Yeah, that's the problem. Ok. So now it is showing that your PIN code is not serviceable right? Ok, I am sorry for the inconvenience. So first of all, I want to inform you regarding this issue feedback will be definitely shared with our team and  the merchant So that we can image this. And right now I am I want to inform you that like the  code which is showing not serviceable right now. We are trying to add like our service it to all  like all the it. So regarding this your feedback will be shared so that we can work on the as you are saying that previously  you are able to place the order from your location, but right now it is showing like this that the  code is serviceable So regarding this your feedback will be shared Ok? Ok, but can I get a resolution timeline or something because  last or the place was on seventeenth of out and after that  thing from last month September I was not able to place  order and it's just showing visible. I don't think like this might be issue for whole area. I think it's and  account specific issue nan I understand I understood. अभिषेक. as you want the timeline. I'm sorry to inform you regarding this, we are unable to give any exact timeline that within this time like, we will solve you  but definitely do not worry.  feedback   share    our team मैं Ok, can you please check 1 more thing like if there is any issue with my account specifically like is there any problem with my account because of which I'm not able to problem like place order is it my account blocked from shopping something हां not saying any Ok. Ok. Then I will wait for it the solution Hello. Ok. So is there anything else I can help you with? No no, that will be all. Thank you. Ok. So before we end this call, there's a small request from my side.  I transfer this call to the feedback IVR based on conversation Ok. Sure. please do it. I'll Ok. Thank you. So there is 1 to 5, 1 being 4 and 5 Thank you so much for Yes. We request you to rate your experience with our expert on a scale of 1 to 5 with 1 being poor and 5 being excellent. You have just helped us improve the credit experience."
